sequence,unit_id,matched_unit_id,channel,model,protocol,seed,outer_fold,n_outer_folds,n_fit,n_validation,n_outer_test,train_seed_key,train_seed_u32,inner_split_path,inner_split_sha256,outer_fold_sha256,pair_manifest_sha256,cache_sha256,split_manifest_v2_sha256,tier_b_sha256
647,d1__fno__groupkfold__s2__f001__speech,d1__fno__groupkfold__s2__f001,speech,fno,groupkfold,2,1,5,572,220,220,D1-train|fno|groupkfold|1|2,1726051142,groupkfold/fold_001_seed_2.npz,17cb3820e64af7d2f8968d282b7c6ca4bc060ce4069de670c345fbb61f39ec01,24b8a0010356113c7c3ef0e126b8fdf514da648b59c616d51c7c4309cc460f09,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
648,d1__fno__groupkfold__s2__f001__song,d1__fno__groupkfold__s2__f001,song,fno,groupkfold,2,1,5,572,220,220,D1-train|fno|groupkfold|1|2,1726051142,groupkfold/fold_001_seed_2.npz,17cb3820e64af7d2f8968d282b7c6ca4bc060ce4069de670c345fbb61f39ec01,24b8a0010356113c7c3ef0e126b8fdf514da648b59c616d51c7c4309cc460f09,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
649,d1__fno__groupkfold__s2__f002__speech,d1__fno__groupkfold__s2__f002,speech,fno,groupkfold,2,2,5,572,220,220,D1-train|fno|groupkfold|2|2,2823883377,groupkfold/fold_002_seed_2.npz,49fa5049d2ce11ea77b1cf7b6789d389daba864f11b50b3ad90edca60bca9563,defbc64af4e5b2951a98938733ef28179b915da324cc8d84455474545ee55c3f,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
650,d1__fno__groupkfold__s2__f002__song,d1__fno__groupkfold__s2__f002,song,fno,groupkfold,2,2,5,572,220,220,D1-train|fno|groupkfold|2|2,2823883377,groupkfold/fold_002_seed_2.npz,49fa5049d2ce11ea77b1cf7b6789d389daba864f11b50b3ad90edca60bca9563,defbc64af4e5b2951a98938733ef28179b915da324cc8d84455474545ee55c3f,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
651,d1__fno__groupkfold__s2__f003__speech,d1__fno__groupkfold__s2__f003,speech,fno,groupkfold,2,3,5,616,220,176,D1-train|fno|groupkfold|3|2,275976434,groupkfold/fold_003_seed_2.npz,3d712ae841c0d8c044f26a39693bc31833d71bae052a00b55e465f25b10b43f8,7c7abf0d341a3992749df4260bb41c5f60152906032673207a60383299b9351e,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
652,d1__fno__groupkfold__s2__f003__song,d1__fno__groupkfold__s2__f003,song,fno,groupkfold,2,3,5,616,220,176,D1-train|fno|groupkfold|3|2,275976434,groupkfold/fold_003_seed_2.npz,3d712ae841c0d8c044f26a39693bc31833d71bae052a00b55e465f25b10b43f8,7c7abf0d341a3992749df4260bb41c5f60152906032673207a60383299b9351e,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
653,d1__fno__groupkfold__s2__f004__speech,d1__fno__groupkfold__s2__f004,speech,fno,groupkfold,2,4,5,616,220,176,D1-train|fno|groupkfold|4|2,186130297,groupkfold/fold_004_seed_2.npz,3bb41568bfd36980ec6788207a7599f7d3f5407ba2ea66591b5e6c85f9710e10,277183a54a0ab0873e75db3d936dc89c9f5a04915b3648009ede8e813f5a7afb,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
654,d1__fno__groupkfold__s2__f004__song,d1__fno__groupkfold__s2__f004,song,fno,groupkfold,2,4,5,616,220,176,D1-train|fno|groupkfold|4|2,186130297,groupkfold/fold_004_seed_2.npz,3bb41568bfd36980ec6788207a7599f7d3f5407ba2ea66591b5e6c85f9710e10,277183a54a0ab0873e75db3d936dc89c9f5a04915b3648009ede8e813f5a7afb,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
655,d1__fno__loso__s0__f000__speech,d1__fno__loso__s0__f000,speech,fno,loso,0,0,23,704,264,44,D1-train|fno|loso|0|0,245586467,loso/fold_000_seed_0.npz,e8080adf9c73a02ad79ad1c9149f9cb5800e0a7d601422f199e0ec2d595501ac,59d33737ccfa147cd71c9047c940b7a671087377899d8a45ee220bd6e4680e56,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
656,d1__fno__loso__s0__f000__song,d1__fno__loso__s0__f000,song,fno,loso,0,0,23,704,264,44,D1-train|fno|loso|0|0,245586467,loso/fold_000_seed_0.npz,e8080adf9c73a02ad79ad1c9149f9cb5800e0a7d601422f199e0ec2d595501ac,59d33737ccfa147cd71c9047c940b7a671087377899d8a45ee220bd6e4680e56,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
657,d1__fno__loso__s0__f001__speech,d1__fno__loso__s0__f001,speech,fno,loso,0,1,23,704,264,44,D1-train|fno|loso|1|0,1871043616,loso/fold_001_seed_0.npz,7f67893154e381908275684ebdce69b7b7d02bdbc818641591486fb27661d8c4,bb6722fea5ec9009d928730d548a6341f9ae729ec927fbabac218ea3178a4791,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
658,d1__fno__loso__s0__f001__song,d1__fno__loso__s0__f001,song,fno,loso,0,1,23,704,264,44,D1-train|fno|loso|1|0,1871043616,loso/fold_001_seed_0.npz,7f67893154e381908275684ebdce69b7b7d02bdbc818641591486fb27661d8c4,bb6722fea5ec9009d928730d548a6341f9ae729ec927fbabac218ea3178a4791,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
659,d1__fno__loso__s0__f002__speech,d1__fno__loso__s0__f002,speech,fno,loso,0,2,23,704,264,44,D1-train|fno|loso|2|0,415780442,loso/fold_002_seed_0.npz,5921df1b2399d77d1b22fecbce1d153ff33a7243479c10981690eed31a4f8919,ea42965a179dd05b4a88561d55aea72bb4d8f36d833e2df97875bdd771529d76,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
660,d1__fno__loso__s0__f002__song,d1__fno__loso__s0__f002,song,fno,loso,0,2,23,704,264,44,D1-train|fno|loso|2|0,415780442,loso/fold_002_seed_0.npz,5921df1b2399d77d1b22fecbce1d153ff33a7243479c10981690eed31a4f8919,ea42965a179dd05b4a88561d55aea72bb4d8f36d833e2df97875bdd771529d76,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
661,d1__fno__loso__s0__f003__speech,d1__fno__loso__s0__f003,speech,fno,loso,0,3,23,704,264,44,D1-train|fno|loso|3|0,1666112170,loso/fold_003_seed_0.npz,3374bb3a35b598638fd948a33a2d3c3566b2ccba861c26fffd0019d763847f22,e4c364c9cfbe6c13d386c980daec690b5166c284a4d7d9375f809e041e0934ca,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
662,d1__fno__loso__s0__f003__song,d1__fno__loso__s0__f003,song,fno,loso,0,3,23,704,264,44,D1-train|fno|loso|3|0,1666112170,loso/fold_003_seed_0.npz,3374bb3a35b598638fd948a33a2d3c3566b2ccba861c26fffd0019d763847f22,e4c364c9cfbe6c13d386c980daec690b5166c284a4d7d9375f809e041e0934ca,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
663,d1__fno__loso__s0__f004__speech,d1__fno__loso__s0__f004,speech,fno,loso,0,4,23,704,264,44,D1-train|fno|loso|4|0,4254392071,loso/fold_004_seed_0.npz,e524062cd33bdabffc5b3f16086ef104a22bbdd334634bd10aa73689b6ef09fc,ef16bdfb0f4493fc39be57717548fc2c4dccaec1a812ecbca5e6fcc5b87b924d,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
664,d1__fno__loso__s0__f004__song,d1__fno__loso__s0__f004,song,fno,loso,0,4,23,704,264,44,D1-train|fno|loso|4|0,4254392071,loso/fold_004_seed_0.npz,e524062cd33bdabffc5b3f16086ef104a22bbdd334634bd10aa73689b6ef09fc,ef16bdfb0f4493fc39be57717548fc2c4dccaec1a812ecbca5e6fcc5b87b924d,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
665,d1__fno__loso__s0__f005__speech,d1__fno__loso__s0__f005,speech,fno,loso,0,5,23,704,264,44,D1-train|fno|loso|5|0,2641210755,loso/fold_005_seed_0.npz,d75aefbdcc4b8bb935505a940ae1e5fe2cb764b45f27dd024a7d7ecd868479c4,4b8aee471196a6b97fdb9bd55ab2397c49f24912bbe75672eda60c655c4b01fc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
666,d1__fno__loso__s0__f005__song,d1__fno__loso__s0__f005,song,fno,loso,0,5,23,704,264,44,D1-train|fno|loso|5|0,2641210755,loso/fold_005_seed_0.npz,d75aefbdcc4b8bb935505a940ae1e5fe2cb764b45f27dd024a7d7ecd868479c4,4b8aee471196a6b97fdb9bd55ab2397c49f24912bbe75672eda60c655c4b01fc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
667,d1__fno__loso__s0__f006__speech,d1__fno__loso__s0__f006,speech,fno,loso,0,6,23,704,264,44,D1-train|fno|loso|6|0,820076519,loso/fold_006_seed_0.npz,7bf1ddd71a5a3a185bbc5eed00e7302ce1decb637f56917288ec95a5a70f3d70,cb72bb7da3e9425005d2fb5dd56658640783934e12198f9310f79952721df74b,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
668,d1__fno__loso__s0__f006__song,d1__fno__loso__s0__f006,song,fno,loso,0,6,23,704,264,44,D1-train|fno|loso|6|0,820076519,loso/fold_006_seed_0.npz,7bf1ddd71a5a3a185bbc5eed00e7302ce1decb637f56917288ec95a5a70f3d70,cb72bb7da3e9425005d2fb5dd56658640783934e12198f9310f79952721df74b,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
669,d1__fno__loso__s0__f007__speech,d1__fno__loso__s0__f007,speech,fno,loso,0,7,23,704,264,44,D1-train|fno|loso|7|0,4171272783,loso/fold_007_seed_0.npz,b409a6fe438ef1fb0adc9d350bfa181951347dc07d36a31eb7e9c0e1479f206f,6a23e0d3af6a8fccbac483cc2ba2cb54ae3d7c947e3e48ebaf81f1e65c443efd,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
670,d1__fno__loso__s0__f007__song,d1__fno__loso__s0__f007,song,fno,loso,0,7,23,704,264,44,D1-train|fno|loso|7|0,4171272783,loso/fold_007_seed_0.npz,b409a6fe438ef1fb0adc9d350bfa181951347dc07d36a31eb7e9c0e1479f206f,6a23e0d3af6a8fccbac483cc2ba2cb54ae3d7c947e3e48ebaf81f1e65c443efd,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
671,d1__fno__loso__s0__f008__speech,d1__fno__loso__s0__f008,speech,fno,loso,0,8,23,704,264,44,D1-train|fno|loso|8|0,3352476381,loso/fold_008_seed_0.npz,a76e9ca00c0e6983e488a05593da5bb1399b3fce2cab73ee2571eb4237a4c78c,1ec01f44369bf4cffeda81d278078fd5ed484363a1a3baeb3d3d74683817152b,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
672,d1__fno__loso__s0__f008__song,d1__fno__loso__s0__f008,song,fno,loso,0,8,23,704,264,44,D1-train|fno|loso|8|0,3352476381,loso/fold_008_seed_0.npz,a76e9ca00c0e6983e488a05593da5bb1399b3fce2cab73ee2571eb4237a4c78c,1ec01f44369bf4cffeda81d278078fd5ed484363a1a3baeb3d3d74683817152b,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
673,d1__fno__loso__s0__f009__speech,d1__fno__loso__s0__f009,speech,fno,loso,0,9,23,704,264,44,D1-train|fno|loso|9|0,2130846232,loso/fold_009_seed_0.npz,9a795d0e4e342606945b5fcd0de238ca1a7a7f14cb4a2de35463f39ee5722cef,037a72d55250db457991a305a53a9cc56acfa55a542aeda890051c08f9bb42b7,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
674,d1__fno__loso__s0__f009__song,d1__fno__loso__s0__f009,song,fno,loso,0,9,23,704,264,44,D1-train|fno|loso|9|0,2130846232,loso/fold_009_seed_0.npz,9a795d0e4e342606945b5fcd0de238ca1a7a7f14cb4a2de35463f39ee5722cef,037a72d55250db457991a305a53a9cc56acfa55a542aeda890051c08f9bb42b7,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
675,d1__fno__loso__s0__f010__speech,d1__fno__loso__s0__f010,speech,fno,loso,0,10,23,704,264,44,D1-train|fno|loso|10|0,2491470037,loso/fold_010_seed_0.npz,47e1814aa1bbf810ceaa03fc4124540c136a098de54788d62625f6037d35b75d,27fba548a19401906007fdaf87dd42f4b29017afe93ca498d85bcc3b18745ecc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
676,d1__fno__loso__s0__f010__song,d1__fno__loso__s0__f010,song,fno,loso,0,10,23,704,264,44,D1-train|fno|loso|10|0,2491470037,loso/fold_010_seed_0.npz,47e1814aa1bbf810ceaa03fc4124540c136a098de54788d62625f6037d35b75d,27fba548a19401906007fdaf87dd42f4b29017afe93ca498d85bcc3b18745ecc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
677,d1__fno__loso__s0__f011__speech,d1__fno__loso__s0__f011,speech,fno,loso,0,11,23,704,264,44,D1-train|fno|loso|11|0,3487021859,loso/fold_011_seed_0.npz,cb1fc2fde1de594abdcf75e245b131630f877f2c544e58a435ac4898dc6ebd11,629c73041e2f0b6568b4be257c2a4c4f49c5a788edcdec664b40cedbd99db437,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
678,d1__fno__loso__s0__f011__song,d1__fno__loso__s0__f011,song,fno,loso,0,11,23,704,264,44,D1-train|fno|loso|11|0,3487021859,loso/fold_011_seed_0.npz,cb1fc2fde1de594abdcf75e245b131630f877f2c544e58a435ac4898dc6ebd11,629c73041e2f0b6568b4be257c2a4c4f49c5a788edcdec664b40cedbd99db437,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
679,d1__fno__loso__s0__f012__speech,d1__fno__loso__s0__f012,speech,fno,loso,0,12,23,704,264,44,D1-train|fno|loso|12|0,3562095618,loso/fold_012_seed_0.npz,2741cddd8c6c8f76c488bc7599cb63a0891661a80dfbd1bf8216b849482d2abe,351f34407bdd410fcbcff2a1605b3c3344a4f4cff4cc99cc5b38cc950342faed,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
680,d1__fno__loso__s0__f012__song,d1__fno__loso__s0__f012,song,fno,loso,0,12,23,704,264,44,D1-train|fno|loso|12|0,3562095618,loso/fold_012_seed_0.npz,2741cddd8c6c8f76c488bc7599cb63a0891661a80dfbd1bf8216b849482d2abe,351f34407bdd410fcbcff2a1605b3c3344a4f4cff4cc99cc5b38cc950342faed,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
681,d1__fno__loso__s0__f013__speech,d1__fno__loso__s0__f013,speech,fno,loso,0,13,23,704,264,44,D1-train|fno|loso|13|0,3553307983,loso/fold_013_seed_0.npz,de5167c3699cc40238ec7f8991e912511aadb898ad4e504c726c2f0c5c2e3b44,591e914fca9f002acf4299f149578d9a93b21bd39eb515288579ddaf8cc8b884,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
682,d1__fno__loso__s0__f013__song,d1__fno__loso__s0__f013,song,fno,loso,0,13,23,704,264,44,D1-train|fno|loso|13|0,3553307983,loso/fold_013_seed_0.npz,de5167c3699cc40238ec7f8991e912511aadb898ad4e504c726c2f0c5c2e3b44,591e914fca9f002acf4299f149578d9a93b21bd39eb515288579ddaf8cc8b884,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
683,d1__fno__loso__s0__f014__speech,d1__fno__loso__s0__f014,speech,fno,loso,0,14,23,704,264,44,D1-train|fno|loso|14|0,1406377505,loso/fold_014_seed_0.npz,15be7c4b90add59c61240c789fbc6f95627b81103dd0b4630cc3a9e38df4a895,8cbfb33683b39419491996015e3d8800de21fc2a28dc7244dbf2243bc05df043,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
684,d1__fno__loso__s0__f014__song,d1__fno__loso__s0__f014,song,fno,loso,0,14,23,704,264,44,D1-train|fno|loso|14|0,1406377505,loso/fold_014_seed_0.npz,15be7c4b90add59c61240c789fbc6f95627b81103dd0b4630cc3a9e38df4a895,8cbfb33683b39419491996015e3d8800de21fc2a28dc7244dbf2243bc05df043,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
685,d1__fno__loso__s0__f015__speech,d1__fno__loso__s0__f015,speech,fno,loso,0,15,23,704,264,44,D1-train|fno|loso|15|0,3486552953,loso/fold_015_seed_0.npz,38aebf1399ec067e6d3e5a844024a3f346d1ed2414d7713a5bf05ae110fa98ca,1f8d79f84d70bbba7c4244828d888254c82a158ef1b408ad2f38c22d9f0fa66f,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
